expiration_date,strike_price,type,implied_volatility,open_interest,last_price
2027-01-15,240.0,call,0.4991657749938965,236,237.0
2027-01-15,245.0,call,0.4880422290039063,31,225.61
2027-01-15,250.0,call,0.48235075759887697,120,203.5
2027-01-15,260.0,call,0.4701591070556641,22,219.5
2027-01-15,265.0,call,0.46179737426757816,45,183.44
2027-01-15,270.0,call,0.8721021090698241,5,285.0
2027-01-15,275.0,call,0.45091796646118165,2,195.02
2027-01-15,280.0,call,0.445318046875,18,170.0
2027-01-15,285.0,call,0.4386500227355958,1,167.5
2027-01-15,290.0,call,0.4336909658813477,4,167.5
2027-01-15,295.0,call,0.42819785675048827,47,209.0
2027-01-15,300.0,call,0.4228497046661377,232,184.73
2027-01-15,305.0,call,0.5761837425994872,1,243.57
2027-01-15,310.0,call,0.41191689163208006,3,175.5
2027-01-15,315.0,call,0.407858094329834,2,135.41
2027-01-15,320.0,call,0.40225054542541505,248,145.01
2027-01-15,325.0,call,0.3982756706237793,48,128.5
2027-01-15,330.0,call,0.39336238967895504,20,159.5
2027-01-15,335.0,call,0.3885864364624023,8,148.45
2027-01-15,340.0,call,0.38472600143432617,20,138.42
2027-01-15,345.0,call,0.3798966429901123,3,129.0
2027-01-15,350.0,call,0.3759904320526123,157,142.0
2027-01-15,355.0,call,0.37183245361328127,7,118.25
2027-01-15,360.0,call,0.3677583976745606,39,113.0
2027-01-15,365.0,call,0.3639742558288575,24,130.23
2027-01-15,370.0,call,0.35799287033081056,38,129.06
2027-01-15,375.0,call,0.3520496314239502,25,104.0
2027-01-15,380.0,call,0.3484180759429931,168,119.0
2027-01-15,385.0,call,0.340826904296875,24,118.82
2027-01-15,390.0,call,0.3371419435882569,80,102.21
2027-01-15,395.0,call,0.33815664291381836,17,98.73
2027-01-15,400.0,call,0.32907012489318843,350,110.0
2027-01-15,405.0,call,0.33081723876953123,22,92.16
2027-01-15,410.0,call,0.32379826599121087,39,99.0
2027-01-15,415.0,call,0.3249579223632812,27,102.11
2027-01-15,420.0,call,0.317992354812622,269,95.56
2027-01-15,425.0,call,0.313933557510376,121,92.6
2027-01-15,430.0,call,0.31251450431823724,86,89.4
2027-01-15,435.0,call,0.30946277702331537,95,86.22
2027-01-15,440.0,call,0.30680014495849606,130,82.76
2027-01-15,445.0,call,0.3035042794799804,104,81.06
2027-01-15,450.0,call,0.3007043196868896,386,74.5
2027-01-15,455.0,call,0.2979653944396972,127,59.0
2027-01-15,460.0,call,0.29591310783386227,136,69.14
2027-01-15,465.0,call,0.2923959921264647,78,58.7
2027-01-15,470.0,call,0.2904428866577148,367,65.75
2027-01-15,475.0,call,0.28765055618286123,295,53.85
2027-01-15,480.0,call,0.2849421482086181,537,58.24
2027-01-15,485.0,call,0.28547620048522937,338,49.2
2027-01-15,490.0,call,0.2795634788513183,311,48.19
2027-01-15,495.0,call,0.27721364883422844,466,41.42
2027-01-15,500.0,call,0.2751155863189697,1906,49.62
2027-01-15,505.0,call,0.27283442016601556,605,49.82
2027-01-15,510.0,call,0.270713469696045,301,47.89
2027-01-15,515.0,call,0.2677761821746826,272,36.55
2027-01-15,520.0,call,0.26642579284667967,319,37.2
2027-01-15,525.0,call,0.2643582476043701,329,32.96
2027-01-15,530.0,call,0.2621457453155518,867,38.74
2027-01-15,535.0,call,0.2599179843902588,267,38.05
2027-01-15,540.0,call,0.2600782000732422,323,27.9
2027-01-15,545.0,call,0.25559216094970705,253,33.2
2027-01-15,550.0,call,0.25358565025329594,2053,29.69
2027-01-15,555.0,call,0.2541044438934327,535,24.5
2027-01-15,560.0,call,0.24981676704406738,344,27.55
2027-01-15,565.0,call,0.24783314430236816,81,21.07
2027-01-15,570.0,call,0.24597921997070313,117,19.19
2027-01-15,575.0,call,0.24388878677368164,126,22.48
2027-01-15,580.0,call,0.24164576721191405,636,16.52
2027-01-15,585.0,call,0.242546026763916,927,16.8
